"","Age","Sex","Grade","HGT","WGT","HowDoYouDescribeYourWGT","WhatAreYouTrying2DoAbtWGT","DidYouFastToLoseWGTPast30","DidYouTakePillsToLoseWGTPast30","DidYouVomitToLoseWGTPast30","PCTWhoDescribeThemselvesOWGT","PCTWhoAreTrying2LoseWGT","PCTWhoFastedPast30Days","PCTWhoTookPillsPast30Days","PCTWhoVomitedPast30Days","PCTWhoAreOWGT","RaceEth","PCTWhoAreOBESE","PCTAtRisk4OWGT"
"5276","16 years old","Male","10th grade",1.85,81.65,"About the right weight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5277","16 years old","Male","10th grade",1.78,69.4,"About the right weight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5278","18 years old or older","Female","12th grade",1.75,43.09,"Slightly underweight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Hispanic/Latino",NA,NA
"5279","16 years old","Female","10th grade",1.6,54.43,"Slightly overweight","Lose weight","Yes","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5280","15 years old","Male","10th grade",1.7,63.5,"About the right weight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Hispanic/Latino",NA,NA
"5281","16 years old","Female","10th grade",1.52,48.99,"About the right weight","Stay the same weight","Yes","No","No",NA,NA,NA,NA,NA,NA,"Multiple - Non-Hispanic",NA,NA
"5282","15 years old","Male","10th grade",1.75,95.26,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"5283","18 years old or older",NA,"Ungraded or other grade",NA,NA,"Very overweight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5284","16 years old","Male","10th grade",1.78,65.77,"About the right weight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5285","15 years old","Female","10th grade",1.6,58.97,"Slightly overweight","Lose weight","Yes","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5286","16 years old","Female","10th grade",1.57,47.63,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Multiple - Non-Hispanic",NA,NA
"5287","16 years old","Female","10th grade",1.6,57.61,"Slightly overweight","Lose weight","Yes","Yes","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5288","16 years old","Female","10th grade",1.55,57.15,"About the right weight","Lose weight","Yes","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5289","16 years old","Female","10th grade",1.7,72.58,"About the right weight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5290","16 years old","Male","10th grade",1.78,77.57,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Multiple - Non-Hispanic",NA,NA
"5291","15 years old","Male","9th grade",NA,NA,"Slightly overweight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Multiple - Hispanic",NA,NA
"5292","14 years old","Male","9th grade",1.68,69.4,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5293","14 years old","Male","9th grade",1.7,70.31,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5294","16 years old","Male","9th grade",1.78,86.18,"Slightly overweight","Lose weight","Yes","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5295","15 years old","Female","9th grade",1.7,89.81,"About the right weight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5296","16 years old","Female","10th grade",1.63,95.26,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5297","14 years old","Female","9th grade",1.57,50.8,"Slightly underweight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5298","15 years old","Female","9th grade",1.65,66.68,"Slightly overweight","Lose weight","No","No","Yes",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"5299","15 years old","Male","9th grade",1.63,70.76,"About the right weight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"5300","14 years old","Female","9th grade",1.52,58.97,"Slightly underweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"5301","16 years old","Male","9th grade",NA,NA,"Very overweight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5302","15 years old","Female","9th grade",1.52,58.06,"About the right weight","Lose weight","Yes","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"5303","15 years old","Male","9th grade",1.68,66.68,"About the right weight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5304","15 years old","Male","9th grade",1.73,61.24,"About the right weight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5305","15 years old","Male","9th grade",1.8,95.26,"About the right weight","Lose weight","Yes","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5306","15 years old","Female","9th grade",1.57,52.62,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5307","15 years old","Female","9th grade",NA,NA,"About the right weight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5308","15 years old","Female","9th grade",1.63,65.77,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5309","16 years old","Female","9th grade",1.63,54.43,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5310","16 years old","Male","9th grade",1.65,74.84,"About the right weight","Stay the same weight","Yes","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5311","15 years old","Male","9th grade",1.78,80.74,"About the right weight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5312","15 years old","Male","9th grade",1.68,61.24,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5313","15 years old","Female","9th grade",1.52,67.59,"Slightly overweight","Lose weight","No","Yes","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5314","16 years old","Male","10th grade",NA,NA,"Slightly overweight","Stay the same weight","Yes","No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5315","16 years old","Female","9th grade",1.65,73.03,"About the right weight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5316","15 years old","Female","9th grade",1.63,58.97,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5317","15 years old","Female","9th grade",1.68,57.15,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5318","15 years old","Female","9th grade",NA,NA,"Slightly underweight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5319","14 years old","Male","9th grade",1.78,117.03,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"5320","16 years old","Male","Ungraded or other grade",1.73,59.88,"Slightly underweight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Multiple - Hispanic",NA,NA
"5321","15 years old","Female","10th grade",1.63,68.04,"Slightly overweight","Lose weight","Yes","No","Yes",NA,NA,NA,NA,NA,NA,"Multiple - Non-Hispanic",NA,NA
"5322","15 years old","Male","10th grade",1.73,81.65,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5323","16 years old","Male","10th grade",1.88,72.58,"About the right weight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5324","16 years old","Female","10th grade",1.68,79.38,"Slightly overweight","Lose weight","No","Yes","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5325","16 years old","Female","10th grade",1.55,55.34,"About the right weight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5326","16 years old","Female","10th grade",1.68,52.16,"About the right weight","Lose weight","No","Yes","No",NA,NA,NA,NA,NA,NA,"Hispanic/Latino",NA,NA
"5327","16 years old","Male","10th grade",1.73,65.77,"About the right weight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Hispanic/Latino",NA,NA
"5328","16 years old","Male","10th grade",1.88,68.04,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Hispanic/Latino",NA,NA
"5329","15 years old","Male","10th grade",1.47,43.09,"About the right weight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Asian",NA,NA
"5330","16 years old","Female","10th grade",1.65,58.97,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5331","16 years old","Male","10th grade",1.78,54.43,"Slightly underweight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5332","16 years old","Female","10th grade",1.57,56.7,"About the right weight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5333","16 years old","Female","10th grade",1.63,50.8,"Slightly underweight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5334","16 years old","Female","10th grade",1.68,65.77,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5335","15 years old","Female","10th grade",1.78,71.67,"About the right weight","Stay the same weight","Yes","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5336","16 years old","Female","10th grade",1.91,99.79,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5337","15 years old","Female","10th grade",1.75,48.54,"Very underweight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5338","16 years old","Female","10th grade",1.68,59.42,"About the right weight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5339","16 years old","Female","10th grade",1.7,63.5,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Multiple - Non-Hispanic",NA,NA
"5340","15 years old","Female","10th grade",1.63,46.27,"About the right weight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5341","16 years old","Male","10th grade",1.75,65.77,"About the right weight","Stay the same weight","No","No","Yes",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5342","16 years old","Female","10th grade",1.57,72.58,"Slightly overweight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5343","16 years old","Female","10th grade",1.55,47.63,"Slightly underweight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5344","16 years old","Female","10th grade",1.68,49.44,"Slightly underweight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5345","16 years old","Female","11th grade",1.65,54.43,"About the right weight","Lose weight","Yes","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5346","16 years old","Female","10th grade",1.73,59.88,"About the right weight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Multiple - Hispanic",NA,NA
"5347","16 years old","Female","10th grade",1.73,64.41,"About the right weight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5348","15 years old","Male","10th grade",1.88,95.26,"About the right weight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Hispanic/Latino",NA,NA
"5349","16 years old","Female","10th grade",1.68,49.9,"About the right weight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Multiple - Non-Hispanic",NA,NA
"5350","16 years old","Female","10th grade",1.57,56.7,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Multiple - Hispanic",NA,NA
"5351","15 years old","Male","10th grade",1.65,61.24,"About the right weight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5352","15 years old","Female","10th grade",1.6,52.16,"About the right weight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5353","16 years old","Female","10th grade",NA,NA,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5354","16 years old","Male","10th grade",1.8,132,"Very overweight","Gain weight","No","Yes","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5355","18 years old or older","Male","12th grade",1.75,74.39,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5356","18 years old or older","Male","12th grade",1.73,62.6,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Hispanic/Latino",NA,NA
"5357","17 years old","Male","12th grade",1.7,74.84,"About the right weight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"5358","17 years old","Male","12th grade",1.8,75.75,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"5359","18 years old or older","Female","12th grade",1.57,58.06,"About the right weight","Lose weight","Yes","Yes","Yes",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"5360","18 years old or older","Male","12th grade",1.88,74.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5361","18 years old or older","Male","12th grade",1.88,77.11,"About the right weight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Multiple - Non-Hispanic",NA,NA
"5362","18 years old or older","Female","12th grade",1.8,56.7,"Slightly underweight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"5363","16 years old","Female","10th grade",1.68,125.19,"Very overweight","Lose weight","No","No","Yes",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5364","18 years old or older","Female","12th grade",1.63,58.97,"About the right weight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5365","18 years old or older","Female","12th grade",1.6,65.77,"Very overweight","Lose weight","No","Yes","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5366","18 years old or older","Female","12th grade",1.37,55.79,"Slightly underweight","Stay the same weight","Yes","No","No",NA,NA,NA,NA,NA,NA,"White",NA,NA
"5367","17 years old","Male","12th grade",1.8,95.26,"About the right weight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5368","18 years old or older","Male","12th grade",1.85,72.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5369","18 years old or older","Male","12th grade",1.73,66.23,"About the right weight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5370","17 years old","Female","12th grade",1.52,70.31,"Very overweight","Lose weight","No","Yes","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"5371","17 years old","Female","12th grade",1.55,55.34,"Slightly overweight","Lose weight","Yes","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5372",NA,NA,NA,NA,NA,NA,"Lose weight","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5373","18 years old or older","Male","12th grade",1.78,78.02,"About the right weight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5374","18 years old or older","Male","12th grade",1.75,71.67,"About the right weight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5375","18 years old or older","Male","12th grade",1.78,108.86,"Very overweight","Lose weight","No","No","Yes",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"5376","18 years old or older","Female","12th grade",1.6,72.58,"Slightly overweight","Lose weight","Yes","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5377","18 years old or older","Male","12th grade",1.73,85.28,"About the right weight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5378","18 years old or older","Female","12th grade",1.8,81.19,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5379","17 years old","Male","12th grade",1.8,61.69,"About the right weight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5380","18 years old or older","Male","12th grade",1.73,54.43,"About the right weight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5381","17 years old","Male","12th grade",1.88,82.56,"Very underweight","Stay the same weight","Yes","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5382","18 years old or older","Female","12th grade",1.63,95.26,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5383","18 years old or older","Female","12th grade",1.6,53.52,"About the right weight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5384","16 years old","Male","12th grade",1.73,67.13,"About the right weight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5385","18 years old or older","Female","12th grade",1.7,65.77,"About the right weight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5386","18 years old or older","Female","12th grade",1.55,52.16,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5387","18 years old or older","Male","12th grade",1.73,71.22,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5388","18 years old or older","Male","12th grade",1.73,103.42,"Slightly overweight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5389","18 years old or older","Female","12th grade",1.65,81.65,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5390","18 years old or older","Female","12th grade",1.57,51.71,"Slightly underweight","Lose weight","Yes","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5391","18 years old or older","Male","12th grade",1.8,123.83,"Very underweight","Gain weight","Yes","Yes","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5392","18 years old or older","Male","12th grade",1.8,63.5,"About the right weight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5393","17 years old","Male","12th grade",1.8,87.09,"Slightly overweight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Hispanic/Latino",NA,NA
"5394","18 years old or older","Female","12th grade",1.6,58.97,"About the right weight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5395","18 years old or older","Male","12th grade",1.78,92.99,"About the right weight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5396","18 years old or older","Male","12th grade",1.65,53.52,"About the right weight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5397","18 years old or older","Female","12th grade",1.78,57.61,"Slightly overweight","Lose weight","Yes","Yes","Yes",NA,NA,NA,NA,NA,NA,"Multiple - Non-Hispanic",NA,NA
"5398","17 years old","Female","12th grade",1.6,58.97,"About the right weight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5399","18 years old or older","Male","12th grade",1.75,88,"About the right weight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5400","18 years old or older","Female","12th grade",1.73,113.4,"Slightly overweight","Lose weight","No","Yes","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5401","18 years old or older","Female","12th grade",1.7,56.7,"About the right weight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5402","18 years old or older","Male","12th grade",1.78,89.36,"About the right weight","Stay the same weight","No","Yes","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5403","15 years old","Male","9th grade",1.73,57.61,"About the right weight","Lose weight","Yes","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"5404","15 years old","Male","9th grade",1.75,70.31,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Hispanic/Latino",NA,NA
"5405","15 years old","Male","9th grade",1.73,58.97,"Slightly underweight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5406","15 years old","Male","9th grade",1.73,74.84,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5407","15 years old","Male","9th grade",1.65,72.58,"About the right weight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5408","15 years old","Female","9th grade",1.7,70.31,"Slightly overweight","Lose weight","Yes","Yes","Yes",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5409","17 years old","Male","12th grade",1.7,68.04,"Slightly underweight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5410","18 years old or older","Female","12th grade",1.6,68.04,"About the right weight","Lose weight","Yes","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5411","18 years old or older","Female","12th grade",1.75,68.04,"About the right weight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5412","15 years old","Female","9th grade",1.63,117.94,"Very overweight","Lose weight","Yes","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5413","15 years old","Female","9th grade",1.57,43.09,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5414","15 years old","Female","9th grade",1.55,52.16,"Slightly underweight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5415","14 years old","Male","9th grade",1.47,49.9,"Slightly underweight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5416","14 years old","Male","9th grade",1.68,49.9,"About the right weight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5417","15 years old","Male","9th grade",1.7,73.03,"About the right weight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5418","16 years old","Male","9th grade",1.78,69.85,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"5419","15 years old","Female","9th grade",1.73,52.16,"About the right weight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5420","14 years old","Female","9th grade",1.5,48.99,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Multiple - Hispanic",NA,NA
"5421","14 years old","Male","9th grade",1.7,48.99,"About the right weight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Asian",NA,NA
"5422","15 years old","Female","9th grade",NA,NA,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5423","15 years old","Female","9th grade",1.68,54.43,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5424","15 years old","Female","9th grade",1.68,83.92,"Slightly overweight","Lose weight","No","Yes","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5425","15 years old","Male","9th grade",1.83,63.5,"Very underweight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Asian",NA,NA
"5426","14 years old","Female","9th grade",1.65,74.84,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"5427","15 years old","Female","9th grade",1.65,68.04,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5428","14 years old","Male","9th grade",1.7,77.11,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"5429","15 years old","Male","9th grade",1.73,81.65,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5430","15 years old","Female","9th grade",1.7,72.58,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5431","15 years old","Female","9th grade",1.57,50.8,"About the right weight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5432","16 years old","Male","9th grade",1.7,73.48,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"5433","14 years old","Female","9th grade",1.55,49.9,"About the right weight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5434","14 years old","Female","9th grade",1.7,61.24,"About the right weight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5435","15 years old","Female","9th grade",1.68,61.24,"About the right weight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Asian",NA,NA
"5436","15 years old","Female","9th grade",1.68,61.24,"Slightly overweight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5437","14 years old","Female","9th grade",1.65,65.77,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5438","17 years old","Female","11th grade",1.75,68.04,"About the right weight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5439","17 years old","Female","11th grade",1.63,58.51,"About the right weight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5440","17 years old","Female","11th grade",1.75,74.84,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5441","17 years old","Male","11th grade",1.85,68.95,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5442","17 years old","Male","11th grade",1.8,64.41,"Slightly underweight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5443","17 years old","Female","11th grade",1.6,53.07,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5444","17 years old","Male","11th grade",1.68,59.88,"About the right weight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5445","16 years old","Female","11th grade",1.68,59.88,"About the right weight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5446","17 years old","Female","11th grade",1.65,79.38,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5447","17 years old","Female","11th grade",1.65,65.77,"About the right weight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5448","16 years old","Male","11th grade",1.8,62.14,"About the right weight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"5449","17 years old","Male","11th grade",1.85,61.24,"Slightly underweight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Asian",NA,NA
